name,category,region,address,lat,lon,phone,email,website,website_live,facebook,instagram,rating,review_count,completeness_score,source,scraped_at
master peintures,hardware,Beirut,"42, أوتوستراد هادي نصرالله",33.8498718,35.5155769,+9611542880,master_paints@hotmail.com,,,,,,,3,osm,2026-05-04T05:55:01.794291Z
أنتز,gift,Beirut,,33.8987939,35.4808545,+9613184211,,,,,https://www.instagram.com/antsinsta/,,,2,osm,2026-05-04T05:55:01.794291Z
ألدورادو,clothes,North Lebanon,,34.1232351,35.6525752,+9619542153,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Ferdinand,bar,Beirut,شارع المهتما غاندي,33.8970906,35.4800335,+9611355955,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
منزلي,apartment,North Lebanon,بترومين,34.3715789,35.8046802,+9616405170,sfarjalanij@gmail.com,,,,,,,3,osm,2026-05-04T05:55:01.794291Z
فنيش,variety_store,Beirut,Odaimi Street,33.8545439,35.5054623,+9611540786,hasanfneish@hotmail.com,,,,,,,3,osm,2026-05-04T05:55:01.794291Z
Siena Hotel,hotel,Mount Lebanon,,34.0063773,35.6464615,+9619854472,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Luxor Hotel,hotel,Mount Lebanon,,34.0061905,35.6465755,+9619852002,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Wooden Bakery,bakery,Mount Lebanon,,34.0115542,35.6516503,+9619853406,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Monte Mare Hotel,hotel,Mount Lebanon,,34.0077085,35.6458125,+9619851624,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Mateus Hotel,hotel,Mount Lebanon,,34.0088215,35.6487047,+9619856200,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
فندق بروميناد,hotel,Mount Lebanon,,33.9003903,35.5732359,+9611874774,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Spirit Sail The Gallery,alcohol,Mount Lebanon,Zalqa,33.8954625,35.5761993,+961 1 895 212,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
فانتازي ورلد,theme_park,Beirut,,33.8501661,35.4949404,+961 1 451 185,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
بريد لبنان,post_office,Mount Lebanon,,33.8312188,35.4978223,+961 1 629 629,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Ets. Sayah,optician,Mount Lebanon,,33.9213611,35.6818181,+961 4 980 337,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Pharmacie Bikfaya,pharmacy,Mount Lebanon,,33.9221151,35.6863901,+9614984981,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
كنيسة القديسة مريم، الكنيسة الأرثوذكسية الأرمنية,place_of_worship,Mount Lebanon,,33.9167962,35.6631199,+961 4 983 634,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Beit Nazha,restaurant,North Lebanon,,34.1213537,35.6470812,+9619540057,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
é Baladi,restaurant,North Lebanon,,34.1214854,35.647112,+9619542224,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
أجنحة أربن سنترال - بيروت,hotel,Beirut,"Nefaa, دكوانة",33.880099,35.5440947,+9611488927,reservation@urbancentralsuites.com,,,,,,,3,osm,2026-05-04T05:55:01.794291Z
كلاي,restaurant,Mount Lebanon,,33.9215239,35.6330418,+961 4 914 577,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
فهد المطيلب,supermarket,Mount Lebanon,,33.9237257,35.6111738,+961 4 521 003,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Le Gourmet,restaurant,Mount Lebanon,,33.9179143,35.6755233,+961 4 980 876,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Kasso,clothes,Mount Lebanon,,33.9195708,35.6790963,+961 4 980 837,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
لو شركوتييه عون,supermarket,Beirut,,33.8666789,35.5414265,+961 1 491 946,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
لا شيكان,restaurant,Mount Lebanon,,33.9179842,35.6622487,+961 4 986 633,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Carre Noir,clothes,North Lebanon,"41, Jbail - Main Street - Near Serail",34.1204997,35.6494814,+9619548123,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
فندق أورينت برينس,hotel,Beirut,"شارع أمين منيمنة, بيروت",33.8933692,35.4853969,+9611743930,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
Bartartine,restaurant,Mount Lebanon,,33.9345552,35.5912265,+961 4 543 049,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
نقابة المحامين في طرابلس,lawyer,North Lebanon,,34.4331203,35.8340754,+9616434300,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
شوشي وي,restaurant,Mount Lebanon,الضبية,33.9445911,35.5925748,+961 4 547 540,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
Maliks,computer,Mount Lebanon,,33.9248991,35.5878189,+961 4 410 442,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Hanna Bou Zeid,bakery,Bekaa,,33.8334223,35.9087303,+9618802903,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Keif,restaurant,Mount Lebanon,,33.918872,35.5867603,+9614520003,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مسعود,pharmacy,Mount Lebanon,,33.941036,35.5919307,+961 4 546 906,massoudpharmacy@outlook.com;faresmassoud@gmail.com,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
بتاكوم إو إم تي,mobile_phone,Mount Lebanon,"1, شارع 58",33.8373384,35.5297479,+9615465966,betacomlb@hotmail.com,,,,,,,3,osm,2026-05-04T05:55:01.794291Z
التحاليل المختبرية الطبية,clinic,Beirut,,33.8533641,35.5184977,+9611558702,confidencelab@gmail.com,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
مركز الضنية الطبي,clinic,Akkar,"طريق طرابس - الضنية, مراح السراج",34.4178079,35.9971648,+9616240511,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
البنك اللبناني للتجارة,bank,Bekaa,,33.8398838,35.9120549,+9618829410,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
جبل عامل,hospital,South Lebanon,صور,33.2780561,35.2181251,+961 7 740 343,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
بورغر هوس,restaurant,Bekaa,بريتال,33.9337503,36.1527509,+961 1 071 719,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
نينو ستور,toys,Beirut,شارع الجزائر,33.890188,35.4914877,+9611739999,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
المحامي أنطون مارون,lawyer,Beirut,"شارع فؤاد شهاب, سن الفيل",33.8698963,35.5423873,+961 1 498 285,antoun.maroun@hotmail.com,,,,,,,3,osm,2026-05-04T05:55:01.794291Z
المختار خضر محمد فرشوخ,government,Beirut,,33.9000326,35.4907249,+9611369955,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مؤسّسة أنطوني داغر,hardware,Mount Lebanon,,33.8221639,35.5308416,+9615431960,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مختار كفارشيما سهيل سليمان طعمة,government,Mount Lebanon,,33.8220967,35.531022,+9615436547,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
جوني مكردجيان رخام وغرانيت,stonemason,Mount Lebanon,,33.8230708,35.5281866,+9615435977,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Class Supermarket,supermarket,Mount Lebanon,,33.816914,35.5324905,+9615441965,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
OMT,bureau_de_change,Mount Lebanon,,33.8171678,35.5322865,+961 1 391 000,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Mario e Mario,restaurant,Beirut,,33.8954736,35.5325678,+9611 444036,,,,https://facebook.com/marioemariotrattoria/,https://www.instagram.com/marioemario/,,,2,osm,2026-05-04T05:55:01.794291Z
Palmyra Hotel,hotel,Baalbek-Hermel,,34.0036726,36.2045786,+9618370230,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
معجنات المينا,bakery,Beirut,,33.9003463,35.4894372,+9611375393,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
El Argentino,convenience,Beirut,,33.9000105,35.4909862,+9611368652,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
معجنات سعد,bakery,Beirut,,33.9001542,35.4909811,+9611365683,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مصبغة,dry_cleaning,Beirut,,33.9001517,35.49103,+9611363185,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Hotel AKL,hotel,Bekaa,Berdawni Promenade,33.8529392,35.8953987,+9618820701,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
هوت بايت,restaurant,Beirut,"بير العبد, حارة حريك",33.8545301,35.5126448,+961 1 555 616,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
Q-Hotel,hotel,Beirut,شارع روما,33.8957723,35.4878964,+961 1 345 500,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
Smart Vision,company,North Lebanon,اسكندر غريب,34.4378252,35.8309944,+9616438494,smartvisionlb@hotmail.com,,,,,,,3,osm,2026-05-04T05:55:01.794291Z
مطعم عالبحر,restaurant,North Lebanon,,34.1300587,35.6416186,+9619541116,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Galerie Bois Rouge,furniture,Mount Lebanon,"اتستراد اميل لحود, Hazmieh",33.8501498,35.5452394,+961 5 454 802,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
مطعم العجمي,restaurant,Beirut,,33.8812318,35.4809156,+9611802260,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مطبعة عند رياض,copyshop,Beirut,,33.8984062,35.4837084,+961 1 341 079,support@3indriad.com,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
مطعم قاووق,restaurant,Beirut,,33.8940652,35.4924612,+961 1 737 058,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Pharmacie Rania,pharmacy,Mount Lebanon,,33.9450101,35.5928664,+9614540511,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Al Baba Sweets,restaurant,Beirut,,33.8717062,35.5131536,+961 1 399 500,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
دُكَّان ماركت,supermarket,North Lebanon,,34.4440008,35.8256774,+9616220055,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Maroun’s Gifts,gift,Beirut,,33.8972547,35.5262072,+9611565235,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
برغر وفلافل الخضر,fast_food,Beirut,,33.897432,35.5335638,+9611442850,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
قهوة الروضة,restaurant,Beirut,,33.8954232,35.4687138,+9611743348,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Swiss Butter,restaurant,Mount Lebanon,,33.9062265,35.579941,+961 4 712 571,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Bar Elias Municipality,townhall,Bekaa,"Bar Elias Main Street, Bar Elias",33.7660237,35.9042176,+961 8 510 016,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
Wooden Bakery,bakery,North Lebanon,,34.3223923,35.7374471,+9616542898,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
باش منقوش,bakery,Beirut,,33.885206,35.4945969,+9611304527,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
ديليس,butcher,Beirut,,33.8852014,35.4946686,+9611312568,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Gigieffe,clothes,Beirut,Fouad Shehab Street,33.8751773,35.5411772,+961 1 482 278,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
صيدلية خوري,pharmacy,Beirut,سن الفيل,33.8694913,35.5426102,+9611490034,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
Pistachio,fast_food,North Lebanon,شارع رشيد كرامة,34.445172,35.8222349,+9616222209,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
مركز خلدة لتحليل الطبية,hospital,Mount Lebanon,Autoroute Maritime,33.7762102,35.4721157,+961 5 801 971,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
Williams,hunting,Mount Lebanon,Okaibe,34.0566174,35.6438965,+9619444992,info@williams-lb.com,,,https://m.facebook.com/pg/Williamsoutdoor,,,,4,osm,2026-05-04T05:55:01.794291Z
مقهى المندلون,restaurant,Mount Lebanon,,33.9390658,35.5914226,+9614545411,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
الجامعة الأرمنيّة المتحدة,college,Mount Lebanon,برج حموﺪ‎‎,33.8870254,35.5480273,+961 1 241 541;+961 1 241 641,uac@armprelacylb.org,,,,,,,3,osm,2026-05-04T05:55:01.794291Z
مستشفى البرج,hospital,Mount Lebanon,Osman Street,33.8427333,35.5093247,+9611474718;+9611474719,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
President Hotel,hotel,Mount Lebanon,jounieh,34.0001067,35.6456894,+9619935135,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
Committee of Friends of the Cedar Forests,ngo,North Lebanon,,34.2483283,36.0171333,+961 6 672 562,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Banque fédérale du Liban,bank,South Lebanon,شارع صوراتي,33.8972694,35.4839563,+9611348507;+9611348509;+9611348509;,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
مندي حضرموت,restaurant,Beirut,,33.8883238,35.4737799,+9611802233,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Salon Rachid For Men,beauty,Beirut,Hamad,33.8717431,35.5042846,+9611651313,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
Lagace Hotel,hotel,Mount Lebanon,,33.9523557,35.6212937,+9619212975,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
كوزموس للسياحة والسفر,travel_agency,Beirut,جادة صائب سلام,33.8801593,35.4922366,+9611300153,cosmos.travel@hotmail.com,,,,,,,3,osm,2026-05-04T05:55:01.794291Z
سوي,restaurant,Mount Lebanon,طريق برمانا الرئيسية,33.862721,35.5952574,+961 4 872 187,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
Escagrot,bakery,Beirut,,33.9003839,35.4908778,+9611363213,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مطعم أهلا وسهلا فول وحمّص,restaurant,Beirut,Beyrouth,33.9003738,35.4910038,+9611363182,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
Fidar Beach House,restaurant,Mount Lebanon,,34.0978128,35.6510147,+9619477224,fidar.beach.house@gmail.com,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
مستوصف ابن نفيس- البسطة,clinic,Beirut,"شارع صالح بن يحي, البسطة الفوقا",33.8858333,35.5043089,+961 1 664 242,ebnnafis.polyclinic@gmail.com,,,,,,,3,osm,2026-05-04T05:55:01.794291Z
الصليب الأحمر اللبناني,yes,Mount Lebanon,,33.984369,35.6375371,+9619546220,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مركز الشهيد كمال جنبلاط للرعاية الصحية الأوليّة,centre,Mount Lebanon,برجا,33.6520149,35.4405591,+9617623129,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
Pharmacie Chebbo,pharmacy,Mount Lebanon,برجا,33.6388997,35.4273529,+9617623532,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
مركز كترمايا الصحي,doctors,Mount Lebanon,كترمايا,33.6140957,35.4546778,+9617971984,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
مستوصف الدبية الحكومي,clinic,Mount Lebanon,الدبية,33.6699859,35.4855178,+9617985019,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
مستوصف عماطور الخيري,clinic,Mount Lebanon,,33.6339235,35.6083179,+9615311237,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
أسواق سوبرماركت رمال,supermarket,Beirut,,33.8676088,35.5159935,+9611290101,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
بلدية بلونة,townhall,Mount Lebanon,بلونة,33.9531456,35.6718129,+9619231118,,,,https://www.facebook.com/pg/Ballouneh-1469356786625951/about/?ref=page_internal,,,,3,osm,2026-05-04T05:55:01.794291Z
Locanda Corsini,restaurant,Mount Lebanon,,33.9082085,35.6801,+961 4 982 689,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
بإدارة الصيدلية رنا حسن حاوي,pharmacy,South Lebanon,,33.3397471,35.3729737,+9617540423,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
خضروات حجيج,greengrocer,South Lebanon,"بريقع الطريق العام, بريقع",33.3397812,35.3732063,+9617542302,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
Institute Joujou,beauty,Beirut,,33.8697445,35.5174147,+9611390249,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مؤسسة إلمو,hardware,Beirut,,33.8695314,35.5181833,+9611381767,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
فرن مناقيش نيقولا,bakery,Beirut,,33.8703469,35.5171277,+9611385954,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
فرن الوردة البيضاء,bakery,Beirut,,33.8703256,35.5228158,+961 1 286 367,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
زهر الليمون,convenience,Beirut,,33.8940606,35.4925564,+9611355223,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
تعاونية سان تيريز,supermarket,Beirut,,33.8707705,35.5202901,+9611281870;+9611280881,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Taanayel General Hospital,hospital,Bekaa,,33.7941808,35.8777565,+9618545299,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مستشفى الخير,hospital,North Lebanon,,34.482505,35.9405413,+9616461444,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مستشفى الحنان,hospital,North Lebanon,,34.4434639,35.8342695,+961 6 200 527,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Orange Nassau Governmental Hospital,hospital,North Lebanon,,34.4425526,35.8384055,+9616428200,info@ongh.org,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
سفارة الجزائر,diplomatic,Beirut,,33.8669168,35.4834715,+9611826712,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Karantina Governmental Hospital,hospital,Beirut,,33.9025367,35.5299998,+9611442110,,,,https://www.facebook.com/pages/category/Local-Business/Hospital-beirut-governmental-karantina-569737699791591,,,,2,osm,2026-05-04T05:55:01.794291Z
Tatari Hospital,hospital,Baalbek-Hermel,,34.0107926,36.2057555,+9618370799,,,,https://www.facebook.com/Top.hospital80,,,,2,osm,2026-05-04T05:55:01.794291Z
Medical 2000 Hospital,hospital,Mount Lebanon,,33.8031637,35.5172941,+9615432525,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
4 ways,restaurant,South Lebanon,"toul - dweir main road, nabatieh, toul",33.3846844,35.4442651,+9617765095,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
Sushi Lovers,restaurant,Beirut,شارع روزفلت,33.895081,35.4855733,+9611354040,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
Anthony's,restaurant,Mount Lebanon,,34.0935965,35.6513067,+9619479189,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Municipality of Saghbine,townhall,Mount Lebanon,,33.6124943,35.6995284,+9618670570,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Municipality of Ain Zebde,townhall,Mount Lebanon,,33.6210069,35.7031932,+9618670405,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Al Halabi,restaurant,Mount Lebanon,طريق ضبية القديم,33.9168444,35.5900819,+961 4 523 555,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
Parfumerie Paloma,perfumery,Beirut,"new trad street, برج حموﺪ",33.8895788,35.5421225,+9611249951,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
منتجات رفيق الرشيدي,pastry,Mount Lebanon,,33.8936905,35.5645862,+961 1 901 937,,,,https://www.facebook.com/SamerRaficAlRashidiProducts/,https://www.instagram.com/raficalrachidiproducts/,,,2,osm,2026-05-04T05:55:01.794291Z
ماركت شادي مسيح,supermarket,North Lebanon,,34.3586111,35.7328103,+9616543886,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Galerie Janine Rubeiz,gallery,Beirut,"جادة الجنرال ديغول, الروشة",33.8879535,35.4736033,+961 1 868 290,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
Mum & I,restaurant,Beirut,,33.8783448,35.5159861,+9611425650,,,,https://www.facebook.com/MumAndI,,,,2,osm,2026-05-04T05:55:01.794291Z
Café عصير صقر,cafe,Beirut,"شارع بشارة الخوري, بيروت",33.8850311,35.506964,+961 1 632 010,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
Sushi Star,restaurant,Mount Lebanon,,33.8594178,35.558779,+9611683689,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
future - المستقبل,supermarket,Mount Lebanon,,33.7840271,35.5561433,+9615273558,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
19 Restaurant,restaurant,Mount Lebanon,,33.7845928,35.4764504,+9615807800,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
The J Hotel & Spa,hotel,Beirut,,33.8955401,35.4812196,+9611344626,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Monte Cassino,hotel,Mount Lebanon,,34.0140298,35.638833,+9619852600,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Al Irfan Hospital,hospital,Mount Lebanon,,33.6752712,35.5922749,+9615501678,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
الجمية اللبنانية لرعاية المعوقين,clinic,South Lebanon,,33.4327742,35.3092739,+961 7 441 010,lwah@lwah.org.lb,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
فندق البحار,hotel,Mount Lebanon,,34.0290095,35.6257321,+9619855858,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Joy Venue,events_venue,Mount Lebanon,,34.097262,35.6547602,+9619479498,,,,,https://www.instagram.com/joyvenue/,,,2,osm,2026-05-04T05:55:01.794291Z
Gelato Show,ice_cream,Mount Lebanon,,33.9887408,35.6413694,+9619642250,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
جمعية امبرايس,clinic,Beirut,شارع ربيز,33.8960082,35.4852403,+9611341941,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
Al Hamshari Hospital,hospital,South Lebanon,,33.5476708,35.3862615,+9617724881,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Pepe Fishermans Club,restaurant,North Lebanon,,34.1216154,35.6440741,+961 9 540 213,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
سفارة باراغواي,diplomatic,Beirut,,33.8558932,35.5404121,+961 5 458 501,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Nahr Al Janna,hotel,Mount Lebanon,,33.9459815,35.6152664,+961 4 930 200,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
سفارة نيجيريا,diplomatic,Beirut,,33.8651205,35.488818,+961 1 857 614,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
سفارة تايلند,diplomatic,Beirut,,33.8596499,35.5426047,+961 5 951 708,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
سفارة السويد,diplomatic,Beirut,,33.9004228,35.502626,+961 1 951 200,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Embassy of Sudan,diplomatic,Beirut,,33.8920305,35.4828897,+961 1 353 270,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Hôpital Haroun,hospital,Mount Lebanon,,33.9006645,35.5717805,+961 1 897 300;+961 1 897 301;+961 1 897 302;+961 1 897 303;+961 1 897 304,,,,https://m.facebook.com/profile.php?id=376596812392902,,,,2,osm,2026-05-04T05:55:01.794291Z
Al Hayat Hospital,hospital,Beirut,,33.8578842,35.5251785,+9611546200,,,,https://www.facebook.com/AL-Hayat-Hospital-557872267703366/,,,,2,osm,2026-05-04T05:55:01.794291Z
Dr. Haitham AlFakih Dental Clinic,dentist,Mount Lebanon,,33.8121453,35.6091416,+9615551725,drfakih@hotmail.com,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
فندق باي ان,hotel,Mount Lebanon,طريق البحر,34.0069342,35.6467006,+9619854212,,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
